,Smiles,pIC50
495,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4ccccc4)n3n2)c1,6.96
496,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4ccccc4Cl)n3n2)c1,5.735
497,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4ccccn4)n3n2)c1,7.07
498,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4cccnc4)n3n2)c1,6.9350000000000005
499,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4cccs4)n3n2)c1,6.846666666666667
500,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4ccn[nH]4)n3n2)c1,7.053333333333334
501,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4ccncc4)n3n2)c1,6.335
502,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1,6.996666666666667
503,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4cscn4)n3n2)c1,6.66
504,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4nccs4)n3n2)c1,6.806666666666666
505,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4sccc4Br)n3n2)c1,6.54
506,FC(F)(F)c1cccc(Sc2ccc3nnc(C4CC4)n3n2)c1,6.255
507,FC(F)(F)c1cccc(Sc2ccc3nnc(C4CCCC4)n3n2)c1,6.05
508,FC(F)(F)c1cccc(Sc2ccc3nnc(C4CCOCC4)n3n2)c1,5.484999999999999
509,FC(F)(F)c1cccc(Sc2cn3c(-c4cccs4)cnc3cn2)c1,5.5649999999999995
510,FC(F)(F)c1ccccc1Sc1ccc2nnc(-c3ccccc3)n2n1,5.555
511,FC(F)(F)c1ccnc(Sc2ccc3nnc(-c4cncs4)n3n2)n1,7.11
512,Fc1cc(F)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.83
513,Fc1ccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c(F)c1,7.3
514,Fc1ccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cc1,6.914999999999999
515,Fc1ccc(-c2nnc3ccc(Sc4cccc(C(F)(F)F)c4)nn23)cc1,6.46
516,Fc1ccc(Cl)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.985
517,Fc1ccc(F)c(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.98
518,Fc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.446666666666666
519,Fc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1F,7.77
520,Fc1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1,6.9399999999999995
521,Fc1ccccc1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.59
522,N#CC(c1cccc(C(F)(F)F)c1)c1ccc2nnc(-c3ccccc3)n2n1,4.665
523,N#CCC1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,7.615
524,N#Cc1c(F)cccc1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.98
525,N#Cc1c[nH]c2nc(N)cc(-c3ccccc3)c12,6.7225
526,N#Cc1c[nH]c2nc(Nc3ccccn3)cc(-c3ccccc3)c12,6.375
527,N#Cc1c[nH]c2nccc(-c3ccc(CN4CCOCC4)cc3)c12,5.57
528,N#Cc1c[nH]c2nccc(-c3cccc(Cl)c3)c12,6.0
529,N#Cc1c[nH]c2nccc(-c3cccc(O)c3)c12,6.345
530,N#Cc1c[nH]c2nccc(-c3ccccc3)c12,5.975
531,N#Cc1c[nH]c2nccc(-c3ccccc3Cl)c12,5.075
532,N#Cc1c[nH]c2nccc(-c3ccn(CN4CCOCC4)c3)c12,5.800000000000001
533,N#Cc1c[nH]c2nccc(-c3ccsc3)c12,6.006666666666667
534,N#Cc1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)ccc1F,6.1933333333333325
535,N#Cc1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)ccn1,5.75
536,N#Cc1cc(Cl)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.75
537,N#Cc1cc(F)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.313333333333333
538,N#Cc1cc(F)ccc1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.57
539,N#Cc1ccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)s1,7.295
540,N#Cc1ccc(CNc2ccc3[nH]nc(-c4ccncc4)c3c2)cc1,7.345000000000001
541,N#Cc1ccc(F)cc1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,6.9399999999999995
542,N#Cc1ccc(Nc2ccc3[nH]c(=O)[nH]c3c2)c([N+](=O)[O-])c1,5.7725
543,N#Cc1ccc(Nc2ccc3[nH]c(=O)n(-c4ccncc4)c3c2)c([N+](=O)[O-])c1,5.145
544,N#Cc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c(C#N)c1,7.845000000000001
545,N#Cc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c(Cl)c1,6.8149999999999995
546,N#Cc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c([N+](=O)[O-])c1,7.925000000000001
547,N#Cc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)cc1,7.52
548,N#Cc1ccc(Oc2ccc3[nH]nc(-c4ccncc4)c3c2)c(C#N)c1,7.37
549,N#Cc1ccc(Oc2ccc3[nH]nc(-c4ccncc4)c3c2)c([N+](=O)[O-])c1,7.79
550,N#Cc1ccc2c(Nc3ccc4[nH]nc(-c5ccncc5)c4c3)cccc2c1,6.550000000000001
551,N#Cc1ccc2c(c1)CCC2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.8500000000000005
552,N#Cc1ccc2c(c1)CCC[C@@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.96
553,N#Cc1ccc2c(c1)CCC[C@H]2Nc1cc2c(-c3ccncc3)n[nH]c2cc1C(F)(F)F,6.49
554,N#Cc1ccc2c(c1)CCC[C@H]2Nc1cc2c(-c3ccncc3)n[nH]c2cc1F,7.215
555,N#Cc1ccc2c(c1)CCC[C@H]2Nc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1,8.11
556,N#Cc1ccc2c(c1)CCC[C@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.495000000000001
557,N#Cc1ccc2c(c1)OCCC2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.805
558,N#Cc1ccc2c(c1)OCC[C@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.41
559,N#Cc1cccc(-c2c(C(F)F)[nH]c3ncnc(N4CCOCC4)c23)c1,6.4350000000000005
560,N#Cc1cccc(-c2c[nH]c3ncnc(N4CC5CC(C4)O5)c23)c1,6.76
561,N#Cc1cccc(-c2c[nH]c3ncnc(N4CC5CCOC5C4)c23)c1,6.145
562,N#Cc1cccc(-c2c[nH]c3ncnc(N4CC5COCC5C4)c23)c1,6.0600000000000005
563,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(=O)CC4)c23)c1,6.915
564,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(F)(CO)CC4)c23)c1,7.175
565,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(F)(F)C4)c23)c1,6.92
566,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(F)(F)CC4)c23)c1,6.825
567,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(F)CC4)c23)c1,7.346666666666667
568,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(F)CC4)c23)c1F,7.41
569,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(O)CC4)c23)c1,7.12
570,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(c5cc[nH]n5)CC4)c23)c1,7.015000000000001
571,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(c5ncc[nH]5)CC4)c23)c1,7.01
572,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC4)c23)c1,6.18
573,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(C(N)=O)C4)c23)c1,7.09
574,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(F)(F)C4)c23)c1,6.935
575,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(F)C4)c23)c1,7.51
576,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(N)C4)c23)c1,7.765
577,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(O)C4)c23)c1,7.785
578,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(O)C4)c23)c1F,7.715
579,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(c5cc[nH]n5)C4)c23)c1,6.890000000000001
580,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(c5ncc[nH]5)C4)c23)c1,6.880000000000001
581,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC4)c23)c1,7.22
582,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC4)c23)c1F,7.455
583,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC5(CCOC5)C4)c23)c1,7.04
584,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC5(CNC(=O)C5)C4)c23)c1,7.1899999999999995
585,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCCC4)c23)c1,7.503333333333334
586,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC[C@@H](O)C4)c23)c1,7.765
587,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC[C@H](O)C4)c23)c1,7.395
588,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(C#N)C4)c23)c1,6.63
589,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(Cc5noc(C(F)F)n5)C4)c23)c1,7.115
590,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5cc[nH]n5)C4)c23)c1,7.0775
591,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5cccc(O)c5)C4)c23)c1,6.795
592,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5ccncn5)C4)c23)c1,6.904999999999999
593,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5ccno5)C4)c23)c1,6.63
594,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5nc(C6CC6)no5)C4)c23)c1,7.3
595,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5nccs5)C4)c23)c1,7.045
596,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOC(c5noc(C6CC6)n5)C4)c23)c1,7.525
597,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.795999999999999
598,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1F,8.224
599,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)n1,7.386666666666667
600,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCO[C@H]5CCC[C@H]54)c23)c1,7.15
601,N#Cc1cccc(-c2c[nH]c3ncnc(N4CC[C@H](F)C4)c23)c1,7.164999999999999
602,N#Cc1cccc(-c2c[nH]c3ncnc(N4C[C@@H]5CCO[C@@H]5C4)c23)c1,6.545
603,N#Cc1cccc(-c2c[nH]c3ncnc(N4C[C@H]5COC[C@H]5C4)c23)c1,6.405
604,N#Cc1cccc(-c2c[nH]c3ncnc(NCCN4CCOCC4)c23)c1,6.68
605,N#Cc1cccc(-c2c[nH]c3ncnc(Nc4cn[nH]c4)c23)c1,7.300000000000001
606,N#Cc1cccc(CNc2ccc3[nH]nc(-c4ccncc4)c3c2)c1,7.63
607,N#Cc1cccc(F)c1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,8.35
608,N#Cc1cccc(OCC2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)c1,7.404999999999999
609,N#Cc1cccc([N+](=O)[O-])c1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.1
610,N#Cc1ccccc1-c1c[nH]c2ncnc(N3CCOCC3)c12,6.925
611,N#Cc1ccccc1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,8.06
612,N#Cc1ccccc1Oc1ccc2[nH]nc(-c3ccncc3)c2c1,7.9
613,N#Cc1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,5.415
614,NC(=O)C1CCCN(c2ncnc3[nH]cc(-c4ccccc4)c23)C1,7.4
615,NC(=O)c1ccc(Nc2nc(N3CCOCC3)c3ccccc3n2)cc1,6.140000000000001
616,NC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,7.6
617,NC(=O)c1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.746666666666666
618,NC(=O)c1nnc2cc(-c3ccncc3)ccc2c1NCCCO,6.855
619,NC(=O)c1nnc2cc(-c3ccncc3)ccc2c1NCCO,6.71
620,NS(=O)(=O)c1cccc(-c2ccc(-c3c(-c4ccncc4)n[nH]c3C(F)(F)F)cc2)c1,5.925
621,NS(=O)(=O)c1cccc(-c2ccc(-c3c[nH]nc3-c3ccccc3)cc2)c1,6.42
622,NS(=O)(=O)c1cccc(-c2ccc(-c3c[nH]nc3-c3ccnc(N4CCOCC4)c3)cc2)c1,8.055
623,NS(=O)(=O)c1cccc(-c2ccc(-c3c[nH]nc3-c3ccncc3)cc2)c1,7.11
624,Nc1ncc(-c2ccc(CN3CCOCC3)cc2)cc1-c1nnc(C2CC2)o1,6.359999999999999
625,Nc1ncc(-c2ccc3[nH]ccc3c2)cc1-c1nnc(C2CC2)o1,5.9825
626,Nc1ncc(-c2cccc(CN3CCOCC3)c2)cc1-c1nnc(C2CC2)o1,6.085
627,O=C(NCCO)c1ccc(Nc2nc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1,5.625
628,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,7.662000000000001
629,O=C(Nc1cccnc1)c1cc(C(F)(F)F)ccc1OCc1ccc(F)cc1,7.9
630,O=C(Nc1ccnnc1)c1cc(N2CCOCC2)ccc1OCc1ccccc1,7.066666666666666
631,O=C(Nc1nc2ccc(Br)cc2s1)c1ccc(N2CCOCC2)cc1,6.4350000000000005
632,O=C(Nc1nc2ccc(C(F)(F)F)cc2s1)c1ccc(N2CCOCC2)cc1,6.095
633,O=C(Nc1nc2ccc(F)cc2s1)c1ccc(Cl)cc1,5.3
634,O=C(Nc1nc2ccc(F)cc2s1)c1ccc(N2CCOCC2)cc1,6.76
635,O=C(Nc1nc2ccccc2s1)c1ccc(N2CCOCC2)cc1,6.295
636,O=C(c1cccc(C(F)(F)F)c1)c1ccc2nnc(-c3ccccc3)n2n1,4.97
637,O=C1Nc2ccc(Br)cc2C1=NN(c1ccccc1)c1ccccc1,7.609999999999999
638,O=C1Nc2ccc(Br)cc2C1=NN1CCCCC1,6.289999999999999
639,O=C1Nc2ccc(Br)cc2C1=NN1CCOCC1,5.9350000000000005
640,O=C1Nc2ccc(Cl)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,7.91
641,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(O)c(Br)c1,7.265000000000001
642,O=C1Nc2ccc(Cl)cc2C1=NN(c1ccccc1)c1ccccc1,7.65
643,O=C1Nc2ccc(Cl)cc2C1=NN1CCCCC1,6.395
644,O=C1Nc2ccc(Cl)cc2C1=NN1CCOCC1,5.88
645,O=C1Nc2ccc(F)cc2C1=NN(c1ccccc1)c1ccccc1,7.3100000000000005
646,O=C1Nc2ccc(F)cc2C1=NN1CCCCC1,5.76
647,O=C1Nc2ccc(F)cc2C1=NN1CCOCC1,5.355
648,O=C1Nc2ccc(I)cc2C1=NN1CCOCC1,6.275
649,O=C1Nc2ccc(OC(F)(F)F)cc2/C1=N\N(c1ccccc1)c1ccccc1,4.97
650,O=C1Nc2ccc(OC(F)(F)F)cc2C1=NN1CCOCC1,5.095
651,O=C1Nc2ccccc2/C1=N/c1ccccc1,5.485
652,O=C1Nc2ccccc2C1=NN(Cc1ccccc1)c1ccccc1,5.425
653,O=C1Nc2ccccc2C1=NN(c1ccccc1)c1ccccc1,6.75
654,O=C1Nc2ccccc2C1=NN1CCCCC1,5.765000000000001
655,O=C1Nc2ccccc2C1=NN1CCOCC1,5.47
656,O=C1Nc2ccccc2C1=Nc1ccc(F)cc1,5.465
657,O=C1Nc2ccccc2C1=Nc1ccccc1F,5.555
658,O=S(=O)(c1cccc(C(F)(F)F)c1)c1ccc2nnc(-c3ccccc3)n2n1,5.484999999999999
659,O=[N+]([O-])c1ccccc1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,8.01
660,O=c1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cc[nH]1,7.71
661,OC1CCCN(c2ncnc3[nH]cc(-c4cccc(F)c4)c23)C1,7.155
662,OCC1CCN(c2ncnc3[nH]cc(-c4ccccc4)c23)CC1,7.48
663,OCc1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)ccc1F,7.015000000000001
664,OCc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.82
665,OCc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1F,7.3100000000000005
666,[2H]C([2H])([2H])c1cnc(Cc2nc3cnc4ccc(Cl)cc4c3n2[C@@H]2CCO[C@H](C)C2)cn1,8.58
667,[C-]#[N+]C1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,6.99
668,[C-]#[N+]C1CCCN(c2ncnc3[nH]cc(-c4cccc(CO)c4)c23)C1,7.38
669,[C-]#[N+]C1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,6.925
670,[C-]#[N+]c1ccc(F)c(-c2c[nH]c3ncnc(N(C)C)c23)c1,7.074999999999999
671,[C-]#[N+]c1ccc(F)c(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.859999999999999
672,[C-]#[N+]c1ccc(OC)c(-c2c[nH]c3ncnc(N(C)C)c23)c1,7.57
673,[C-]#[N+]c1ccc(OC)c(-c2c[nH]c3ncnc(N4CCCC(C)C4)c23)c1,7.47
674,[C-]#[N+]c1ccc(OC)c(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.12
675,[O-][S+](c1cccc(C(F)(F)F)c1)c1ccc2nnc(-c3ccccc3)n2n1,5.75
676,c1cc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)cc(N2CCOCC2)n1,7.77
677,c1cc(-c2ncon2)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.605
678,c1ccc(-c2c[nH]c3ncnc(N4CCCC4)c23)cc1,7.24
679,c1ccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cc1,7.533333333333334
680,c1ccc(Sc2ccc3nnc(-c4cncs4)n3n2)cc1,6.824999999999999
681,c1ccc2c(-c3c[nH]c4ncnc(N5CCOCC5)c34)cncc2c1,7.43
682,c1ccc2c(c1)OCCC2Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.095
683,c1cnc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cn1,5.98
684,c1cnc(Sc2ccc3nnc(-c4cncs4)n3n2)nc1,6.965
685,c1cnc2c(-c3c[nH]c4ncnc(N5CCOCC5)c34)cnn2c1,7.1850000000000005
686,c1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.13
687,c1cnn2c(-c3c[nH]c4ncnc(N5CCOCC5)c34)cnc2c1,8.055
688,c1nc(N2CCOCC2)c2c(-c3cn[nH]c3)c[nH]c2n1,7.54
689,c1nc(N2CCOCC2)c2c(-c3cnc4sccn34)c[nH]c2n1,7.51
