,Smiles,pIC50
1564,CCc1nc2cnc3ccc(Cl)cc3c2n1[C@H]1CCO[C@@H](CC#N)C1,5.82
1566,Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,7.09
1568,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1cc(Cl)ccc1C(=O)N2C,5.43
1569,O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cncc2c[nH]nc12,7.1
1571,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21,8.15
1572,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC[C@H](N)C4)ncn3)c2c1,8.18
1573,CC(C)Oc1ccc2[nH]nc(-c3cc(N4C[C@@H]5C[C@H]4CO5)ncn3)c2c1,8.23
1576,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C)C(=O)C4)ncn3)c2c1,7.96
1577,FC1(F)CCN(c2cc(-c3n[nH]c4ccc(-c5ccsc5)cc34)ncn2)CC1,6.46
1578,Cc1ccc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cc1,6.6
1590,CC(=O)NC1CCN(c2ncnc3[nH]cc(-c4cccc(Cl)c4)c23)CC1,5.86
1592,C[C@@H]1COCCN1c1ccc(OCc2ccccc2)c(C(=O)Nc2ccnnc2)c1,7.7
1593,O=C(Nc1ccnnc1)c1cc(N2CCCC2)ccc1OCc1ccccc1,7.7
1597,CC(C)(O)[C@@H]1CCN(c2cc(-n3ncc4ccc(C5(C#N)CC6(CC6)C5)cc43)ncn2)C1,9.05
1603,Cc1ccc(-c2cc3nccnc3c(NCCCCN)n2)cc1,5.9
1604,C[C@H]1CN(c2cc(-n3ncc4ccc(C5(C#N)CC6(CC6)C5)cc43)ncn2)CCN1C1COC1,9.0
1605,Cc1nc(N2CCN3CCOC[C@@H]3C2)cc(-n2ncc3cnc(C4(C#N)CC5(CC5)C4)cc32)n1,7.7
1608,O=C(Nc1cccnc1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,7.9
1609,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,7.96
1612,CN(C)c1ncnc2nc[nH]c12,5.47
1614,CC(C)(O)Cn1cc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)cn1,7.89
1615,O=C(Nc1cccnc1)c1cc(Br)ccc1OCc1ccc(F)cc1,8.1
1616,O=C(Nc1cccc(Cl)c1)c1cc(Br)ccc1OCc1ccccc1,7.6
1621,CC(C)c1nc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)n[nH]1,7.46
1626,CC(C)N1CCN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)CC1,9.14
1629,O=C(Nc1c[nH]nc1-c1cc2ccccc2cc1OC(F)F)c1cnn2cccnc12,6.75
1633,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)nc1-c1nc2ccccc2[nH]1,6.89
1637,CC(Oc1ccc(Br)cc1C(=O)Nc1cccnc1)c1ccccc1,7.4
1641,COc1ccc2[nH]nc(-c3cc(N4CC5CCC(C4)O5)ncn3)c2c1,6.83
1642,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC(S(C)(=O)=O)C4)ncn3)c2c1,7.88
1644,OC1(c2cncs2)CCN(c2cc3c(cnn3-c3cnn(C4CC4)c3)cc2Cl)CC1,7.01
1648,CO[C@H]1CN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)C[C@@H]1O,8.22
1649,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(CCF)C(=O)C4)ncn3)c2c1,8.48
1652,CC(C)Oc1ccc2[nH]nc(-c3cc(N4C[C@H](F)[C@@H](F)C4)ncn3)c2c1,7.96
1653,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCc5oc(C6CC6)nc5C4)ncn3)c2c1,7.52
1655,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C)CC4)ncn3)c2c1,8.27
1661,c1ncc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cn1,7.39
1683,Clc1cccc(-c2c[nH]c3ncnc(N4CCCCC4)c23)c1,5.94
1684,OCCCNc1ncnc2[nH]cc(-c3cccc(Cl)c3)c12,5.6
1687,CN1CC2(CCN(c3ccc(OCc4ccccc4)c(C(=O)Nc4ccnnc4)c3)CC2)C1,7.2
1688,O=C(Nc1ccnnc1)c1cc(N2CCC(F)CC2)ccc1OCc1ccccc1,7.4
1702,COc1cccc(Sc2ccc3nnc(-c4ccccc4)n3n2)c1,5.68
1703,CC1NN=CC1Nc1ncc2cc(Cl)c(N3CCC(C)(O)C(C)C3)cc2n1,10.19
1706,c1ccc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)nc1,7.39
1708,Cc1n[nH]c2ccnc(O[C@@H]3CCOC3)c12,6.6
1709,CC(C)Cn1cc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)cn1,6.39
1710,Cc1nn(CC(F)(F)F)cc1Nc1ncc(C2CC2)c(NCCCNC(=O)C2CCC2)n1,7.72
1711,CC(=O)Nc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)cc1,5.0
1712,OC1CCN(c2ncnc3[nH]cc(-c4cccc(Cl)c4)c23)CC1,5.87
1713,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CC5CCC(C4)O5)ncn3)c2c1,8.0
1714,c1cnc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cn1,7.46
1716,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CC(F)(F)C4)ncn3)c2c1,8.12
1717,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCc5oc(C)nc5C4)ncn3)c2c1,8.08
1718,COc1cnc(-c2ccc3[nH]nc(-c4cc(N5C[C@@H](C)O[C@@H](C)C5)ncn4)c3c2)cn1,7.2
1720,N#CC1CCN(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)CC1,8.0
1722,O=C(Nc1ccnnc1)c1cc(N2CCC(O)CC2)ccc1OCc1ccccc1,7.4
1723,O=C(Nc1ccnnc1)c1cc(N2CCCCC2)ccc1OCc1ccccc1,7.6
1725,O=C(Nc1nc2ccc(Cl)cc2s1)c1ccc(N2CCOCC2)cc1,6.43
1726,CC(=O)Nc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)N1CCOCC1)C3)C(=O)N2,8.4
1727,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(C)=O)C3)C(=O)N2,7.85
1729,Cc1nnc(-c2cc(-c3ccc4[nH]ccc4c3)cnc2N)o1,5.44
1733,CC(C)Oc1cc2c(-c3cc(N4CCC(F)(F)C4)ncn3)n[nH]c2cc1F,8.21
1736,N#Cc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1,7.19
1737,c1ccc2c(-c3ccnc(N4CCOCC4)c3)n[nH]c2c1,7.92
1738,O=C(Nc1ccnnc1)c1cc(N2CCC(CO)CC2)ccc1OCc1ccccc1,7.7
1739,O=C(Nc1ccnnc1)c1cc(N2CC(F)C2)ccc1OCc1ccccc1,7.6
1740,CC1(N2CCC(c3cc4c(cnn4-c4cnn(C56CC(C5)C6)c4)cc3Cl)CC2)COC1,9.15
1742,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCOC6(CC6)C5)ncn4)c3c2)cn1,8.7
1749,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCOC[C@@H]4C)ncn3)c2c1,8.22
1750,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(-c5ccc6ncnn6c5)cc34)ncn2)C[C@H](C)O1,6.62
1751,Cc1n[nH]c2ccnc(Nc3ccccc3F)c12,6.82
1752,Cc1n[nH]c2cncc(NC3CCCCC3)c12,6.11
1768,CC(C)n1cc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)nn1,7.31
1773,c1cc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)cc(N2CCCC2)n1,8.52
1774,COC[C@@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCO[C@H](C)C4)ncn3)c2c1,7.45
1775,COC1CCCN(c2cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn2)C1,7.9
1776,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(C#N)CC4)ncn3)c2c1,8.14
1777,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CC[C@@H](CF)C5)ncn4)c3c2)cn1,8.64
1778,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CC[C@H](CO)C5)ncn4)c3c2)cn1,8.6
1779,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4[C@H](C)COC[C@@H]4C)ncn3)c2c1,8.13
1781,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCCCC4)ncn3)c2c1,7.97
1782,CC(C)Oc1ccc2[nH]nc(-c3cc(N4C[C@H](O)[C@@H](N(C)C)C4)ncn3)c2c1,7.82
1783,Cn1cc(-c2cc3c(-c4cc(N5CCc6oncc6C5)ncn4)n[nH]c3cc2F)cn1,6.34
1784,CC(C)Oc1cc2c(-c3cc(N4CCn5ncnc5C4)ncn3)n[nH]c2cc1F,8.15
1785,CC(C)Oc1cc2c(-c3cc(N4CCOC(C)(C)C4)ncn3)n[nH]c2cc1F,8.21
1786,N#Cc1cc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)ccn1,6.47
1787,N#Cc1ccc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cc1,6.82
1788,Cc1ncc(-c2ccc3[nH]nc(-c4cc(N5C[C@@H](C)O[C@@H](C)C5)ncn4)c3c2)nc1C,7.76
1798,COCCOc1ccc2[nH]nc(-c3cc(N4CCN(S(C)(=O)=O)CC4)ncn3)c2c1,7.19
1799,Cc1n[nH]c2ccnc(Nc3cnn(C)c3)c12,6.08
1800,CC[C@H](C)Nc1nccc2[nH]nc(C)c12,6.52
1801,O=C(Nc1ncco1)c1cc(Br)ccc1OCc1ccccc1,5.6
1802,O=C(Nc1cccnc1)c1cc(F)ccc1OCc1ccccc1,7.4
1803,Cn1cc(-c2ccc(OCc3ccccc3)c(C(=O)Nc3cccnc3)c2)cn1,8.1
1804,O=C(Nc1cccnc1)c1cc(-c2cn[nH]c2)ccc1OCc1ccc(F)cc1,8.0
1816,Cc1n[nH]c2ccnc(NC(C)C)c12,6.06
1818,O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,7.75
1822,COc1cc(-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)cc(OC)c1OC,7.46
1830,COc1ccc(OC)c(Sc2ccc3nnc(C4CCN(C)C4)n3n2)c1,4.9
1831,Cc1n[nH]c2ccnc(N(C)C3CCCCC3)c12,5.8
1832,Cn1cc(-c2ccc(OCc3ccc(F)cc3)c(C(=O)Nc3cccnc3)c2)cn1,8.0
1843,Cn1cc(-c2cc3c(-c4cc(N5CC[C@H](CO)C5)ncn4)n[nH]c3cc2F)cn1,7.43
1844,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCCC6(CCO6)C5)ncn4)c3c2)cn1,7.96
1847,COC[C@@H](C)Oc1ccc2[nH]nc(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ncn3)c2c1,7.41
1848,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ncn3)c2c1,8.77
1849,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCC5(CC4)CC(=O)N(C)C5)ncn3)c2c1,8.54
1851,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(O)CC4)ncn3)c2c1,8.23
1853,CCc1nnc2n1CCN(c1cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn1)C2,8.07
1854,CC(C)Oc1cc2c(-c3cc(N4CCN(CCCO)CC4)ncn3)n[nH]c2cc1F,8.51
1855,Cn1nccc1-c1ccc2[nH]nc(-c3cc(N4CCOCC4)ncn3)c2c1,7.34
1856,CC(C)=Cc1ccc2[nH]nc(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ncn3)c2c1,7.69
1857,Cc1n[nH]c(C)c1-c1ccc2[nH]nc(-c3cc(N4CCO[C@H](C)C4)ncn3)c2c1,8.49
1860,N#Cc1c[nH]c2ncccc12,4.33
1861,COc1ccncc1-c1ccc2[nH]nc(-c3cc(N4CCN(C(C)C)CC4)ncn3)c2c1,8.9
1867,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC(n5cnnc5)C4)ncn3)c2c1,7.7
1868,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC[C@@H](F)C4)ncn3)c2c1,8.06
1869,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(c5ncccn5)CC4)ncn3)c2c1,7.93
1870,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(C(C)(C)O)CC4)ncn3)c2c1,8.27
1871,Cn1cc(-c2cc3c(-c4cc(N5CCc6nccnc6C5)ncn4)n[nH]c3cc2F)cn1,7.96
1872,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)CCO1,8.72
1873,CO[C@H]1CCN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)C1,8.59
1874,CC(C)Oc1cc2c(-c3cc(N4[C@H](C)COC[C@H]4C)ncn3)n[nH]c2cc1F,7.21
1875,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCn5ncnc5C4)ncn3)c2c1,7.7
1876,COCC1CN(c2cc(-c3n[nH]c4ccc(O[C@@H](C)COC)cc34)ncn2)CCO1,8.44
1877,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCOC(C)(C)C4)ncn3)c2c1,8.28
1878,CC(C)N1CCN(c2cc(-c3n[nH]c4ccc(-c5cccs5)cc34)ncn2)CC1,7.21
1879,CC(C)N1CCN(c2cc(-c3n[nH]c4ccc(-c5ccoc5)cc34)ncn2)CC1,8.04
1880,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCOC5(CC5)C4)ncn3)c2c1,8.39
1881,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C(C)C)CC4)ncn3)c2c1,8.12
1882,COCCN(C)c1cc(-c2n[nH]c3ccc(OC(C)C)cc23)ncn1,7.18
1883,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(S(=O)(=O)C5CC5)CC4)ncn3)c2c1,8.26
1885,Cc1cc(-c2ccc3nc(Nc4ccccc4)nn3c2)cc(C)c1O,7.7
1888,O=C(Nc1ccnnc1)c1cc(Br)ccc1OCc1ccccc1,7.7
1889,COc1cccc(NC(=O)c2cc(Br)ccc2OCc2ccccc2)c1,6.9
1890,Cc1ccc(OCc2ccccc2)c(C(=O)Nc2cccnc2)c1,7.9
1891,O=C(Nc1cccnc1)c1cc(-c2ccncc2)ccc1OCc1ccccc1,8.0
1892,COc1cccc(OCc2cc(C)ccn2)c1-c1ccc2c(c1)CCNCC2,5.4
1903,FC(F)(F)c1cccc(Oc2ccc3nnc(-c4ccccc4)n3n2)c1,5.81
1904,Cc1cc2nnc(-c3cccs3)n2nc1Sc1cccc(C(F)(F)F)c1,5.68
1905,Cc1n[nH]c2ccnc(OC3CCCCC3)c12,7.17
1906,CCOc1nccc2[nH]nc(C)c12,6.36
1907,Cc1n[nH]c2ccnc(OC(C)C)c12,7.17
1910,CC(C)Oc1cc2c(-c3cc(N4CCO[C@H](C)C4)ncn3)n[nH]c2cc1F,8.54
1911,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC[C@@H](N)C4)ncn3)c2c1,8.06
1912,CCN1CCN(c2cc(-c3n[nH]c4cc(F)c(OC(C)C)cc34)ncn2)CC1,8.53
1913,CC(C)Oc1cc2c(-c3cc(N4CCN(C)[C@@H](C)C4)ncn3)n[nH]c2cc1F,8.92
1914,CC(C)Oc1cc2c(-c3cc(N4CC[C@H](N)C4)ncn3)n[nH]c2cc1F,7.98
1915,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(-c5ccnn5C)cc34)ncn2)C[C@H](C)O1,7.49
1916,CS(=O)(=O)N1CCN(c2cc(-c3n[nH]c4ccc(-c5cccnc5)cc34)ncn2)CC1,8.14
1917,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,7.85
1918,COc1cc(C(=O)N2CCN(C3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,8.3
1919,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCC1)c1ccccc1C(=O)N2C,7.01
1920,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccc(C)cc1C(=O)N2C,6.03
1921,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2,7.16
1946,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(-c5cn[nH]c5)cc34)ncn2)C[C@H](C)O1,8.87
1959,N#Cc1cccc(NC(=O)c2cc(C(F)(F)F)ccc2OCc2ccc(F)cc2)c1,8.1
1960,O=C(Nc1cccc(F)c1)c1cc(C(F)(F)F)ccc1OCc1ccc(F)cc1,7.5
1961,CC(C)Oc1cc2c(-c3cc(N4C[C@H](F)[C@@H](F)C4)ncn3)n[nH]c2cc1F,8.32
1962,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(C(=O)O)CC4)ncn3)c2c1,8.35
1963,COc1ccc2[nH]nc(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ncn3)c2c1,7.53
1964,COc1ccc2[nH]nc(-c3cc(N4CCN(C(C)=O)CC4)ncn3)c2c1,7.13
1965,COc1ccc2[nH]nc(-c3cc(N4CCN(C)CC4)ncn3)c2c1,7.55
1979,O=C(Nc1nc2ccc(F)cc2s1)c1ccccc1,6.28
1980,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCO[C@@H](C)C4)ncn3)c2c1,7.67
1981,CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C(C)C)C(=O)C4)ncn3)c2c1,8.28
1982,CC(C)Oc1cc2c(-c3cc(N4CCN(CCO)CC4)ncn3)n[nH]c2cc1F,8.78
1983,CC(C)Oc1cc2c(-c3cc(N4CCN(C)C(=O)C4)ncn3)n[nH]c2cc1F,8.66
1984,COc1ccc2[nH]nc(-c3cc(N4C[C@H](F)[C@@H](F)C4)ncn3)c2c1,7.16
1993,Cc1[nH]nc2ccnc(OC3CCCC3)c12,7.07
1997,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)cc1,6.12
2031,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,7.21
2049,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)N1CCN(C)CC1)C3)C(=O)N2,8.05
2053,COc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1,7.82
2054,O=S(=O)(c1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1)C1CC1,7.75
2055,c1cc(-c2n[nH]c3ccc(C4CC4)cc23)cc(N2CCOCC2)n1,7.89
2056,COCCNc1cc(-c2n[nH]c3ccccc23)ccn1,7.01
2057,c1ccc(-c2n[nH]c3ccccc23)nc1,5.21
2060,Cc1c(Nc2ncc3cc(Cl)c(C4CCN(C5COC5)CC4)cc3n2)cnn1C1CC1,9.19
2063,Cc1c(Nc2ncc3cccc(C4CC4)c3n2)cnn1C1CCOCC1,9.0
2065,Cc1ccc(-c2cnc(N)c(-c3cn[nH]c3)c2)cc1,4.89
2066,CCc1nnc(-c2cc(-c3ccc4[nH]ccc4c3)cnc2N)o1,5.54
2072,CN1CCN(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)CC1,7.9
2073,C[C@@H]1CN(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)C[C@H](C)O1,7.7
2074,O=C(Nc1cccc(Cl)c1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,7.6
2099,CNC1CCN(c2ncnc3[nH]cc(-c4cccc(Cl)c4)c23)CC1,5.45
2115,COc1ccc2c(c1)OCC(C(=O)NC(=O)N(CC(=O)NCCCCCCNC(=O)c1ccc(-c3n[nH]c4ccccc34)cc1)CC(C)C)O2,7.0
2123,C[C@@H]1CN(c2cc(-c3ncc4ccc(-c5cnn(C)c5)cn34)ccn2)C[C@H](C)O1,6.79
2138,CO[C@H]1COC[C@H]1N1CCN(c2cc3c(cnn3-c3cnn(C45CC(C4)C5)c3)cc2Cl)CC1,6.98
2139,[2H]C([2H])([2H])OCC12CC(n3cc(-n4ncc5cc(Cl)c(N6CCN([C@]7(C)COC[C@@H]7O)CC6)cc54)cn3)(C1)C2,6.8
2140,Cc1cc2cnn(-c3cnn(C45CC(C4)C5)c3)c2cc1N1CCN([C@@H]2COC[C@@H]2O)CC1,6.59
2141,C[C@@]1(N2CCN(c3cc4c(cnn4-c4cnn(C56CC(C5)C6)c4)cc3Cl)CC2)CC[C@H]1O,6.81
2142,COc1cc(N2CCOCC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,7.51
2148,CN(CCO)c1ncnc2[nH]cc(-c3cccc(Cl)c3)c12,5.82
2178,C[C@@H]1CN(c2cc(-n3ncc4ccc(CC5(C#N)CCC5)cc43)ncn2)C[C@H](C)N1C,6.56
2190,Clc1cccc(-c2c[nH]c3nccc(N4CCOCC4)c23)c1,6.92
2203,Clc1cc2cnc(Nc3cnn(C4CC4)c3Cl)nc2cc1N1CCN(C2COC2)CC1,8.59
2204,c1cc(C2CC2)c2nc(Nc3cnn(C4CCOCC4)c3)ncc2c1,7.82
2222,CC1(C2CCOC2)CC1C(=O)Nc1cc2cc(N3CCN(C4(C)COCC4O)CC3)c(Cl)cc2cn1,10.0
2223,Cn1ncc(C2CC2C(=O)Nc2cc3cc(N4CCN(C5(C)COCC5O)CC4)c(Cl)cc3cn2)n1,10.09
2228,CC(C)(C)Cn1cc(Nc2ncc3cc(Cl)c(N4CCC(C5(C)COC5)CC4)cc3n2)cn1,9.73
2236,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(Nc3cn[nH]c3)nc2n1C,8.22
2262,COCCOc1ccc2[nH]nc(-c3cc(N4C[C@H](F)[C@@H](F)C4)ncn3)c2c1,6.86
2263,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCN(S(C)(=O)=O)CC4)ncn3)c2c1,8.35
2264,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C)CC4)ncn3)c2c1,8.68
2266,c1nc(-c2n[nH]c3ccc(-c4ccoc4)cc23)cc(N2CCOCC2)n1,7.72
2267,COc1ccncc1-c1ccc2[nH]nc(-c3cc(N4CCOCC4)ncn3)c2c1,8.76
2268,COc1ccncc1-c1ccc2[nH]nc(-c3cc(N4CCN(S(C)(=O)=O)CC4)ncn3)c2c1,8.8
2271,CN1CCN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)CC1,8.54
2272,CC(=O)N1CCN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)CC1,8.5
2275,CCCN1CCN(c2cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn2)CC1=O,8.36
2276,CC(C)Oc1cc2c(-c3cc(N4CCN(C)[C@H](C)C4)ncn3)n[nH]c2cc1F,8.89
2277,CC(C)Oc1cc2c(-c3cc(N4CCN(C(C)C)C(=O)C4)ncn3)n[nH]c2cc1F,8.51
2278,COc1ccc2[nH]nc(-c3cc(N4CCN(C5CC5)CC4)ncn3)c2c1,7.59
2279,CCOc1ccc2[nH]nc(-c3cc(N4CCN(C(C)=O)CC4)ncn3)c2c1,7.75
2280,CC1(N2CCN(c3cc4cc(NC(=O)C5CC5c5cccs5)ncc4cc3Cl)CC2)COCC1O,10.09
2318,Nc1[nH]cnc2ncnc1-2,4.8
2345,O=C(Nc1cccc(Cl)c1)c1cc(C(F)(F)F)ccc1OCc1ccc(F)cc1,7.9
2352,CC1(O)CCN(c2cc3nc(Nc4cnn(C5CC5)c4Cl)ncc3cc2Cl)C1,9.77
2367,CC(C#N)(c1ccc2cnn(-c3cc(N4CC5(C(C)(C)O)CC4C5)ncn3)c2c1)C1CC1,6.52
2371,C[C@@]1(N2CC[C@@H](c3cc4cc(NC(=O)C5CC56CC6)ncc4cc3Cl)[C@H](F)C2)COC[C@@H]1O,10.09
2379,CCOC1CC1C(=O)Nc1cc2cc(N3CCN(C4(C)COCC4O)CC3)c(Cl)cc2cn1,10.08
2395,CC1=C(C(=S)Nc2ccc3[nH]ncc3c2)Cn2nnnc2N1C,7.82
2402,CC1(N2CCC(c3cc4cc(NC(=O)Cc5ccncc5)ncc4cc3Cl)CC2)COCC1O,10.09
2403,Cc1cc2cnc(NC(=O)C3CC34CCOCC4)cc2cc1C1CCN(C2(C)COCC2O)CC1,10.09
2405,Cn1cc(-c2cc3c(-c4cc(N5CCCC(F)(F)C5)ncn4)n[nH]c3cc2F)cn1,7.63
2407,C[C@@H]1CN(c2cc(-c3nn(C)c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1,5.19
2414,COCCN1CCC(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)CC1,7.2
2415,CN1CCC(c2ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c2)CC1,7.7
2416,CN1CC2(C1)CN(c1ccc(OCc3ccccc3)c(C(=O)Nc3ccnnc3)c1)C2,7.6
2418,O=C(Nc1ccnnc1)c1cc(N2CCNCC2)ccc1OCc1ccccc1,7.8
2419,O=C(Nc1ccnnc1)c1cc(C(F)(F)F)ccc1OCc1ccccc1,7.8
2433,CC1=C(C(=O)Nc2ccc3c(c2)CC(=O)N3)Cn2nnnc2N1C,5.2
2435,N#Cc1ccc2c(c1)CCC[C@@H]2Nc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1,8.1
2438,Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)ccn1,8.1
2444,Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)cc(C)n1,7.96
2484,CC(C)(O)Cn1ncc(Nc2ncc3cc(Cl)c(C4CCN(C5COC5)CC4)cc3n2)c1Cl,9.1
2500,CC1=C(C(=O)Nc2ccc3[nH]nc(-c4ccnc(N5CCOCC5)c4)c3c2)[C@H](C)n2nnnc2N1C,9.0
2501,CCCC(=O)Nc1n[nH]c2ccc(NC(=O)C3=C(C)N(C)c4nnnn4C3)cc12,5.92
2515,Nc1ncnc2[nH]ncc12,4.58
2545,Clc1cc2cnn(-c3cnn(C4CCC4)c3)c2cc1C1CCN(C2COC2)CC1,9.05
2547,Cn1ncc(C2CC2C(=O)Nc2cc3cc(C4CCN(C5(C)COCC5O)CC4)c(Cl)cc3cn2)n1,10.09
2548,CC1(N2CCC(c3cc4cc(NC(=O)C5CC5c5ccccn5)ncc4cc3F)CC2)COCC1O,10.09
2557,Cc1nn(CC(F)(F)F)cc1Nc1ncc(C2CC2)c(NCCc2c[nH]cn2)n1,7.05
