zinc_id,smiles
ZINC000040973840,O=C1NC(N2CCCCC2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000095605284,CNc1nccc(-n2ccc3ccc(C#N)cc32)n1
ZINC000034546939,C[C@@H]1Cc2[nH]c(-c3ccnc(N)n3)cc2C(=O)N1
ZINC000034546940,C[C@H]1Cc2[nH]c(-c3ccnc(N)n3)cc2C(=O)N1
ZINC000040943010,C[C@H](NC1=NC(=O)/C(=C/c2c[nH]c3ncccc23)S1)c1ccccc1
ZINC000028970405,O=C1NCc2[nH]c(-c3ccncc3)cc21
ZINC000261133932,Cc1cc(-c2c[nH]c3ncccc23)cc(N[C@@H]2CC[C@@H](O)CC2)n1
ZINC000028970302,Nc1cc(-c2cc3c([nH]2)CCNC3=O)ccn1
ZINC000033848035,O=c1nc(-c2ccc(O)cc2)cc(-c2ccccc2)[nH]1
ZINC000040430056,Cc1cccc(C2=N/C(=C\c3c[nH]c4ncccc34)C(=O)N2)c1
ZINC000095605223,Nc1nccc(-n2cc(-c3cccnc3Cl)c3cnc(Cl)cc32)n1
ZINC000040976443,CC1(C)Cc2[nH]c(-c3ccncc3)cc2C(=O)N1
ZINC000103247500,Fc1cnc2[nH]cc(-c3nnc(N[C@@H](c4cccnc4F)C4CC4)o3)c2c1
ZINC000040424891,O=C1NC(NC2CC2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000040425132,CCCCCNC1=N/C(=C\c2c[nH]c3ncccc23)C(=O)N1
ZINC000064526661,NC(=O)c1cc(-c2ccnc(N)n2)n(CC(F)(F)F)c1-c1ccccc1
ZINC000040411939,O=C1NC(NCCO)=N/C1=C\c1c[nH]c2ncccc12
ZINC000064526841,NC(=O)c1c(-c2ccccc2)[nH]c(-c2ccnc(N)n2)c1Cl
ZINC000040975498,O=C1NC(NCc2cccc(Cl)c2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000043174127,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccsc1
ZINC000064512347,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1ccccc1[N+](=O)[O-]
ZINC000000069901,Cc1cc(C)c2c(n1)sc1c(N)ncnc12
ZINC000040424360,O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2ccc(N3CCNCC3)cc2)[nH]1
ZINC000064526660,CCn1c(-c2ccnc(N)n2)cc(C(N)=O)c1-c1ccccc1
ZINC000028970468,CC(C)n1c(-c2ccnc(N)n2)cc2c1CCNC2=O
ZINC000040972658,O=C1N[C@@H](COCc2ccccc2)Cc2[nH]c(-c3ccncc3)cc21
ZINC000064512349,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1cccc([N+](=O)[O-])c1
ZINC000013979510,Cc1c(-c2ccncc2)[nH]c2c1C(=O)NCC2
ZINC000040424173,CCNC1=N/C(=C\c2c[nH]c3ncccc23)C(=O)N1
ZINC000028970506,Nc1nccc(-c2cc3c(n2CCCC(F)(F)F)CCNC3=O)n1
ZINC000040973838,Cc1ccc(C2=N/C(=C\c3c[nH]c4ncccc34)C(=O)N2)cc1
ZINC000040976479,O=C1NC(N2CCOCC2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000040829539,Cc1cccc(CNC2=N/C(=C\c3c[nH]c4ncccc34)C(=O)N2)c1
ZINC000040973161,O=C1NC(c2ccccc2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000103247492,Fc1ncccc1[C@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)C1CC1
ZINC000040952500,Nc1nccc(-c2cc3c([nH]2)C[C@H](COCc2ccccc2)NC3=O)n1
ZINC000064526969,NC(=O)c1cc(-c2ccnc(Nc3ccccc3)n2)[nH]c1-c1ccccc1
ZINC000064528051,NC(=O)c1c(-c2ccccc2)[nH]c(-c2ccnc(N)n2)c1I
ZINC000040980061,O=C1NC(NCc2cccc(Br)c2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000064526396,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1cccc(Br)c1
ZINC000064527532,COc1cccc(-c2[nH]c(-c3ccncc3)cc2C(N)=O)c1
ZINC000040836540,O=C1NC(c2cccnc2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000064526935,Cc1ccc(-c2[nH]c(-c3ccncc3)cc2C(N)=O)cc1
ZINC000103247494,Fc1cnccc1[C@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)C1CC1
ZINC000040953997,CC1(C)Cc2[nH]c(-c3ccnc(N)n3)cc2C(=O)N1
ZINC000040975798,O=C1NC(NCC2CCCCC2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000040976483,C[C@@H]1CN(C2=N/C(=C\c3c[nH]c4ncccc34)C(=O)N2)CCO1
ZINC000058566959,C[C@H]1CN(C2=NC(=O)/C(=C/c3c[nH]c4ncccc34)N2)CCO1
ZINC000095588652,Nc1nccc(-n2ccc3ccc(Cl)cc32)n1
ZINC000028970421,CCn1c(-c2ccncc2)cc2c1CCNC2=O
ZINC000064526858,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1csc2ccccc12
ZINC000064528050,Cn1cc(-c2[nH]c(-c3ccnc(N)n3)cc2C(N)=O)c2ccccc21
ZINC000261172359,NC(=O)c1cc(-c2c[nH]c3ncccc23)cc(N[C@@H]2CC[C@@H](O)CC2)n1
ZINC000084669827,Oc1nc([C@H]2CCCN2)nc2c1oc1ccc(Br)cc12
ZINC000103245755,c1ccc([C@H](Nc2nnc(-c3c[nH]c4ncccc34)o2)C2CC2)cc1
ZINC000043174117,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1ccc(Br)cc1
ZINC000095586137,N#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1
ZINC000064755227,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc2sccc2c1
ZINC000095601532,Nc1nccc(-n2ccc3ccc([N+](=O)[O-])cc32)n1
ZINC000040972872,O=C1NC(NCc2ccc(Cl)cc2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000028970441,Cn1c(-c2ccnc(N)n2)cc2c1CCNC2=O
ZINC000064528049,Cn1c(-c2[nH]c(-c3ccnc(N)n3)cc2C(N)=O)cc2ccccc21
ZINC000040979167,CCc1ccc(-c2cc(-c3ccc4[nH]ncc4c3)nc(=O)[nH]2)cc1
ZINC000040976481,CC1CCN(C2=N/C(=C\c3c[nH]c4ncccc34)C(=O)N2)CC1
ZINC000095605278,Nc1nccc(-n2cc(-c3ccccc3)c3cnccc32)n1
ZINC000040980224,O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2cccc(C(F)(F)F)c2)[nH]1
ZINC000040428920,CC(=O)Nc1cnc2[nH]cc(/C=C3\N=C(NCc4ccccc4)NC3=O)c2c1
ZINC000064526933,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc2ccccc2s1
ZINC000064513166,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1ccc([N+](=O)[O-])cc1
ZINC000028970555,CN1CCC(n2c(-c3ccnc(N)n3)cc3c2CCNC3=O)CC1
ZINC000095603603,Nc1nccc(-n2cc(-c3ccoc3)c3cnccc32)n1
ZINC000040980063,O=C1NC(NCc2ccc(Br)cc2)=N/C1=C\c1c[nH]c2ncccc12
ZINC000043174119,COc1ccccc1-c1[nH]c(-c2ccncc2)cc1C(N)=O
ZINC000040974478,O=C1NC(NCc2ccccc2)=N/C1=C\c1c[nH]c2ncc([N+](=O)[O-])cc12
ZINC000040975800,O=C1NC(NCC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1c[nH]c2ncccc12
ZINC000103247495,Fc1ccccc1[C@H](Nc1nnc(-c2c[nH]c3ncncc23)o1)C1CC1
ZINC000064527543,N#Cc1ccccc1-c1[nH]c(-c2ccncc2)cc1C(N)=O
ZINC000064513620,NC(=O)c1cc(-c2ccnc(N)c2)[nH]c1-c1ccccc1
ZINC000028970452,Nc1nccc(-c2cc3c(n2CCO)CCNC3=O)n1
ZINC000064526658,Cn1c(-c2ccnc(N)n2)cc(C(N)=O)c1-c1ccccc1
ZINC000103245752,CC(C)[C@@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)c1ccccc1
ZINC000028645388,O=C1NCCc2[nH]c(-c3ccnc(Cl)c3)cc21
ZINC000040977001,O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2cccc(F)c2)[nH]1
ZINC000103245750,CC[C@@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)c1ccccc1
ZINC000095603860,Nc1nccc(-n2ccc3ccc(F)cc32)n1
ZINC000028970410,O=C1NCCCc2[nH]c(-c3ccncc3)cc21
ZINC000028970432,O=C1NCCc2c1cc(-c1ccncc1)n2CC(F)(F)F
ZINC000095602600,Nc1nccc(-n2cc(-c3cccnc3)c3cnccc32)n1
ZINC000095603644,Nc1nccc(-n2cc(C3=CCOCC3)c3cnccc32)n1
ZINC000095605060,Nc1nccc(-n2cc(-c3cccc(Cl)c3)c3cnccc32)n1
ZINC000040976604,Cc1ccc(CNC2=N/C(=C\c3c[nH]c4ncccc34)C(=O)N2)cc1
ZINC000064527441,Cc1cccc(-c2[nH]c(-c3ccncc3)cc2C(N)=O)c1
ZINC000028970262,O=C1NCCc2[nH]c(-c3ncnc4nc[nH]c34)cc21
ZINC000064526975,NC(=O)c1cc(-c2ccncc2)[nH]c1Br
ZINC000028970396,O=C1NCCc2oc(-c3ccncc3)cc21
ZINC000040874185,Cc1nc2sc3c(N)ncnc3c2c(C)c1Cc1ccccc1
ZINC000064527426,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1ccncc1
ZINC000028970389,O=C1NCCn2nc(-c3ccncc3)cc21
ZINC000040977448,CC(C)(C)C1CCC(NC2=N/C(=C\c3c[nH]c4ncccc34)C(=O)N2)CC1
ZINC000084669519,N[C@@H]1CCN(Cc2nc(O)c3oc4ccc(Br)cc4c3n2)C1
ZINC000064527151,N#Cc1cccc(-c2[nH]c(-c3ccncc3)cc2C(N)=O)c1
ZINC000028970722,O=C1NCCc2[nH]c(-c3ccnc(NCc4ccccc4)n3)cc21
ZINC000040974480,Nc1cnc2[nH]cc(/C=C3\N=C(NCc4ccccc4)NC3=O)c2c1
ZINC000042888523,CCCCCCCNC1=N/C(=C\c2c[nH]c3ncccc23)C(=O)N1
ZINC000095601791,Nc1nccc(-n2cc(-c3ccncc3)c3cnccc32)n1
ZINC000103247497,Fc1ccc2c(-c3nnc(N[C@@H](c4cccnc4F)C4CC4)o3)c[nH]c2n1
ZINC000028970561,CCCNc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
ZINC000028970856,O=C(Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1)c1ccccc1
ZINC000064527747,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc2ccccc2c1
ZINC000064526754,NC(=O)c1c[nH]c(-c2ccncc2)c1
ZINC000169332465,O=C(C[C@@H]1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1
ZINC000169332466,O=C(C[C@H]1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1
ZINC000028970549,Nc1nccc(-c2cc3c(n2Cc2ccccc2)CCNC3=O)n1
ZINC000064526957,NC(=O)c1cc(-c2ccncc2)[nH]c1C1CCCCC1
ZINC000028970824,CC(=O)Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
ZINC000064527936,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cccc2ccccc12
ZINC000095604486,Nc1nccc(-n2cc(-c3ccc(Cl)cc3)c3cnccc32)n1
ZINC000040979972,O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2ccc(OCc3ccccc3)cc2)[nH]1
ZINC000095590307,Nc1nccc(-n2ccc3ccc(Br)cc32)n1
ZINC000095602608,Nc1nccc(-n2ccc3cnc(Cl)cc32)n1
ZINC000103245746,C[C@@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)c1ccccc1
ZINC000040379527,Nc1ncnc2c1sc1nc(C3CC3)cc(C(F)(F)F)c12
ZINC000028970372,Cn1c(-c2ccncc2)cc2c1CCNC2=O
ZINC000064527803,NC(=O)c1cc(-c2ccnc(N)n2)sc1-c1ccccc1
ZINC000064527935,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccn1
ZINC000064503806,NC(=O)c1cc(-c2ccnc(N)n2)n(CCO)c1-c1ccccc1
ZINC000064526976,CC(C)c1[nH]c(-c2ccncc2)cc1C(N)=O
ZINC000064527006,CCc1[nH]c(-c2ccncc2)cc1C(N)=O
ZINC000064511864,Cc1[nH]c(-c2ccncc2)cc1C(N)=O
ZINC000064503809,NCCn1c(-c2ccnc(N)n2)cc(C(N)=O)c1-c1ccccc1
ZINC000068201435,Fc1cccc(CNc2nnc(-c3c[nH]c4ncccc34)o2)c1
ZINC000095603949,Nc1nccc(-n2cc(-c3cc[nH]n3)c3cnccc32)n1
ZINC000028970619,CC(C)CNc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
ZINC000064527802,NC(=O)c1cc(-c2ccnc(N)n2)oc1-c1ccccc1
ZINC000028970783,O=C1NCCc2[nH]c(-c3ccnc(NCC4CCCCC4)n3)cc21
ZINC000064527515,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc2ccccc2o1
ZINC000103245733,Fc1ccc(CNc2nnc(-c3c[nH]c4ncccc34)o2)cc1
ZINC000103245708,c1ccc(CNc2nnc(-c3ccc4cnccc4c3)o2)cc1
ZINC000103245716,c1ccc(CNc2nnc(-c3ccc4[nH]ncc4c3)o2)cc1
ZINC000095605778,C#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1
ZINC000103245729,c1ccc(CNc2nnc(-c3c[nH]c4ncccc34)o2)cc1
ZINC000064528422,NCCCn1c(-c2ccnc(N)n2)cc(C(N)=O)c1-c1ccccc1
ZINC000064527987,NC(=O)c1cc(-c2ccncc2)[nH]c1Cc1ccccc1
ZINC000028970416,O=CN1CCc2[nH]c(-c3ccncc3)cc2C1=O
ZINC000040835729,Nc1ncnc2c1sc1ncc(-c3ccccc3)cc12
ZINC000095603318,Nc1nccc(-n2ccc3ccncc32)n1
ZINC000095601504,Nc1nccc(-n2ccc3cnccc32)n1
ZINC000040395616,CCOC(=O)c1cc2c(nc1C)sc1c(N)ncnc12
ZINC000040979570,COc1ccc(-c2cc(-c3ccnc(N)c3)nc(=O)[nH]2)c(OC)c1
ZINC000084669516,Oc1cc2oc3c(O)nc(CN4CC[C@H](O)C4)nc3c2cc1Br
ZINC000095605817,Nc1nccc(-n2ccc3ccc(C(F)(F)F)cc32)n1
ZINC000064526723,C=Cc1c(-c2ccnc(N)n2)[nH]c(-c2ccccc2)c1C(N)=O
ZINC000040846634,Nc1ncnc2c1sc1ncccc12
ZINC000103245722,Nc1n[nH]c2ccc(-c3nnc(NCc4ccccc4)o3)cc12
ZINC000095601143,N#Cc1cc2c(ccn2-c2ccnc(N)n2)cn1
ZINC000064527443,NC(=O)c1cc(-c2ccncc2)[nH]c1C1CCNCC1
ZINC000028970851,CC(C)C(=O)Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
ZINC000095601844,N#Cc1ccc2ccn(-c3ccncn3)c2c1
ZINC000103245731,Fc1ccccc1CNc1nnc(-c2c[nH]c3ncccc23)o1
ZINC000004700972,Oc1ncnc2c1oc1ccc(Br)cc12
ZINC000084757759,Oc1nc(CN2CC[C@H](O)C2)nc2c1oc1ccc(Cl)cc12
ZINC000103245744,C[C@H](Nc1nnc(-c2c[nH]c3ncccc23)o1)c1ccccc1
ZINC000095605795,N#Cc1ccc2ccn(-c3cc(N)ncn3)c2c1
ZINC000103245710,Fc1cc2cc(-c3nnc(NCc4ccccc4)o3)ccc2cn1
ZINC000028970427,O=C1NCCc2c1cc(-c1ccncc1)n2CCO
ZINC000095604462,Nc1nccc(-n2ccc3ccc(O)cc32)n1
ZINC000095603470,Nc1nccc(-n2ccc3ccccc32)n1
ZINC000064539056,NCc1[nH]c(-c2ccncc2)cc1C(N)=O
ZINC000095602949,N#Cc1cnc2ccn(-c3ccnc(N)n3)c2c1
ZINC000103245748,CC(C)(Nc1nnc(-c2c[nH]c3ncccc23)o1)c1ccccc1
ZINC000103245739,c1cncc(CNc2nnc(-c3c[nH]c4ncccc34)o2)c1
ZINC000040977427,COc1ccc(-c2cc(-c3ccnc(N(C)C)c3)nc(=O)[nH]2)c(OC)c1
ZINC000095605286,N#Cc1ccc2c(ccn2-c2ccnc(N)n2)c1
ZINC000095602805,N#Cc1ccc2ccn(-c3nccc(N)n3)c2c1
ZINC000084758014,COc1ccc2oc3c(O)nc(CN4CC[C@H](O)C4)nc3c2c1
ZINC000095601391,N#Cc1ccc2ccn(-c3ccnc(N)c3)c2c1
ZINC000095575106,CCC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC(C)C)[C@H]2c1ccc(C(C)(C)C)cc1
ZINC000095575107,CCC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC(C)C)[C@H]2c1ccc(C(C)(C)C)cc1
ZINC000095575108,CCC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC(C)C)[C@@H]2c1ccc(C(C)(C)C)cc1
ZINC000095575109,CCC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC(C)C)[C@@H]2c1ccc(C(C)(C)C)cc1
ZINC000095577043,CCC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC)[C@H]2c1ccc(C(C)(C)C)cc1
ZINC000095577044,CCC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC)[C@H]2c1ccc(C(C)(C)C)cc1
ZINC000095577045,CCC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC)[C@@H]2c1ccc(C(C)(C)C)cc1
ZINC000095577046,CCC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OCC)[C@@H]2c1ccc(C(C)(C)C)cc1
ZINC000013684176,OCCCn1cnc2ccc(-c3c(-c4ccccn4)nn4c3CCC4)cc21
ZINC000013684172,Cn1cnc2ccc(-c3c(-c4ccccn4)nn4c3CCC4)cc21
ZINC000015894680,c1ccc(-c2[nH]ncc2-c2ccnc3ccccc23)nc1
ZINC000095578645,CCC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@H]2c1ccc(-c2ccccc2)cc1
ZINC000095578646,CCC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@H]2c1ccc(-c2ccccc2)cc1
ZINC000095578647,CCC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@@H]2c1ccc(-c2ccccc2)cc1
ZINC000095578648,CCC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@@H]2c1ccc(-c2ccccc2)cc1
ZINC000095572327,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000095572328,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095571718,CC1=C(C(=O)OCC(C)C)[C@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000095571719,CC1=C(C(=O)OCC(C)C)[C@@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000019901588,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(C(C)(C)C)cc1
ZINC000019901590,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(C(C)(C)C)cc1
ZINC000095572155,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(C2CCCCC2)cc1
ZINC000095572156,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(C2CCCCC2)cc1
ZINC000095575281,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](CC(C)C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095575282,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](CC(C)C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000095575283,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](CC(C)C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095575284,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](CC(C)C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000013684169,Cc1cccc(-c2nn3c(c2-c2ccc4ncn(C)c4c2)CCC3)n1
ZINC000003820627,Cc1cccc(-c2nn3c(c2-c2ccc4ncn(CCCO)c4c2)CCC3)n1
ZINC000095573979,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccc(C(F)(F)F)cc2)cc1
ZINC000095573980,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccc(C(F)(F)F)cc2)cc1
ZINC000095575057,CC1=C(C(=O)OCC(F)(F)F)[C@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000095575058,CC1=C(C(=O)OCC(F)(F)F)[C@@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000095576904,CC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@H]2c1ccc(-c2ccccc2)cc1
ZINC000095576905,CC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@H]2c1ccc(-c2ccccc2)cc1
ZINC000095576906,CC[C@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@@H]2c1ccc(-c2ccccc2)cc1
ZINC000095576907,CC[C@@H]1CC(=O)C2=C(C1)NC(C)=C(C(=O)OC)[C@@H]2c1ccc(-c2ccccc2)cc1
ZINC000002981101,COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)CC(C)(C)C3)[C@@H]2c2ccc(-c3ccccc3)cc2)cc1
ZINC000002981102,COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)CC(C)(C)C3)[C@H]2c2ccc(-c3ccccc3)cc2)cc1
ZINC000095571661,CCCC1=C(C(=O)OCC)[C@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000095571662,CCCC1=C(C(=O)OCC)[C@@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000095572831,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccc(C)cc2)cc1
ZINC000095572832,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccc(C)cc2)cc1
ZINC000095575772,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccccc2C)cc1
ZINC000095575773,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccccc2C)cc1
ZINC000095574632,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](C(C)C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095574633,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](C(C)C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000095574634,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](C(C)C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095574635,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](C(C)C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000013684161,Cc1cccc(-c2nn3c(c2-c2ccc4[nH]cnc4c2)CCC3)n1
ZINC000095576836,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccc(C(=O)OC)cc2)cc1
ZINC000095576837,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccc(C(=O)OC)cc2)cc1
ZINC000095576361,CC1=C(C(=O)OCCC(C)C)[C@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000095576362,CC1=C(C(=O)OCCC(C)C)[C@@H](c2ccc(-c3ccccc3)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000019229053,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000019229055,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095572715,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2cccc(Cl)c2)cc1
ZINC000095572716,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2cccc(Cl)c2)cc1
ZINC000095575906,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccccc2)c(F)c1
ZINC000095575907,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccccc2)c(F)c1
ZINC000095573275,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccccc3)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095573276,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccccc3)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000095573277,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095573278,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000003817328,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2
ZINC000064744186,N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1
ZINC000095575932,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1cccc(-c2ccc3[nH]ccc3c2)c1
ZINC000095575933,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1cccc(-c2ccc3[nH]ccc3c2)c1
ZINC000095577591,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccccc2F)cc1
ZINC000095577592,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccccc2F)cc1
ZINC000095572296,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000095572297,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1
ZINC000095572298,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000095572299,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](C)C2)[C@H]1c1ccc(-c2ccccc2)cc1
ZINC000013581272,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2
ZINC000095577525,CCOC(=O)C1=C(CC)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(-c2ccccn2)cc1
